hex,flight,r,t,alt_baro,lat_rnd,lon_rnd,ICAOTypeCode,Manufacturer,OperatorFlagCode,RegisteredOwners,Type
ac39d6,N887WM  ,N887WM,GLF6,ground,41.3,-95.9,G650,Gulfstream Aerospace,G650,Mente LLC,G650 ER
a11b24,N170WC  ,N170WC,CL30,ground,41.3,-95.9,CL35,Bombardier,CL35,WCA Holdings IV LLC,Challenger 350
a2d01f,N280XY  ,N280XY,G280,ground,41.3,-95.9,G280,Gulfstream Aerospace,G280,Swiflite Aircraft Corp,G280
a959b4,EJA701  ,N701QS,CL30,ground,41.3,-95.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a00128,N1MU    ,N1MU,CL30,ground,41.3,-95.9,CL35,Bombardier,CL35,Murphy Oil Corp,Challenger 350
a34627,N31TF   ,N31TF,CL30,ground,41.3,-72.9,CL35,Bombardier,CL35,N31TF LLC,Challenger 350
342294,MGO101  ,EC-JIL,GLEX,ground,41.3,2.1,,---,,---,---
4ac9a1,JET3    ,SE-RMA,CL30,ground,41.3,2.1,CL30,Bombardier,JET,Industriflyg,Challenger 300
43e835,MCICO   ,M-CICO,FA50,ground,41.3,2.1,F5EX,Dassault,F5EX,Da Yang Seafood Ltd,Falcon 50EX
4075d3,GSPTX   ,G-SPTX,FA7X,ground,41.3,2.1,FA7X,Dassault,JCO,Concierge U Ltd,Falcon 7X
3c135a,AHO779G ,D-AWIN,E35L,ground,41.3,2.1,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
3c61e9,AHO892Y ,D-AHOI,E35L,ground,41.3,2.1,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
3c68b4,AHO666F ,D-AJET,E35L,ground,41.3,2.1,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650 E
4d2136,ULC66   ,9H-FCA,GLEX,ground,41.3,2.1,GL6T,Bombardier,ULC,Albinati Aviation Ltd,Global 6000
43e863,MYSKY   ,M-YSKY,GLEX,ground,41.3,2.1,GLEX,Bombardier,GLEX,Zuz Aviation Ltd,Global Express XRS
a74efc,LXJ570  ,N570FX,CL30,ground,41.4,-81.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a5766a,KPO451  ,N451GA,GLF4,ground,41.4,-81.9,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV SP
aa558a,EJA765  ,N765QS,CL30,ground,41.4,-81.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a2e560,ERY286  ,N286MH,CL30,ground,41.4,-81.9,CL30,Bombardier,ERY,Sky Quest,Challenger 300
a5766a,KPO451  ,N451GA,GLF4,ground,41.4,-81.8,GLF4,Gulfstream Aerospace,KPO,Wing Aviation Group,GIV SP
a2e560,ERY286  ,N286MH,CL30,ground,41.4,-81.8,CL30,Bombardier,ERY,Sky Quest,Challenger 300
ac94e5,LXJ91   ,N91FX,GLEX,ground,41.4,-81.8,GLEX,Bombardier,LXJ,Flexjet,Global Express
aa50b1,EJM764  ,N764DB,GLEX,ground,41.5,-73.1,GLEX,Bombardier,EJM,Executive Jet Management,Global Express
ac3dcd,N888ZA  ,N888ZA,F900,ground,41.5,-73.1,F9EX,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 900EX EASy
a95633,N700SW  ,N700SW,F900,ground,41.6,-88.1,F9EX,Dassault,F9EX,Safeway Leasing Inc,Falcon 900EX EASy
a047e3,N117TF  ,N117TF,GLEX,ground,41.6,-73.9,GLEX,Bombardier,GLEX,Tudor Investment Corp,Global Express XRS
502d6d,UAG27G  ,YL-VCR,GLEX,ground,41.7,44.9,GLEX,Bombardier,UAG,Union Aviation,Global Express
502d6d,UAG27G  ,YL-VCR,GLEX,ground,41.7,45.0,GLEX,Bombardier,UAG,Union Aviation,Global Express
a3cc2b,N344AA  ,N344AA,GLF4,ground,41.8,-124.2,GLF4,Gulfstream Aerospace,GLF4,Absolutamente LLC,GIV
a6b4b7,LXJ531  ,N531FX,CL30,ground,41.8,-87.8,CL30,Bombardier,LXJ,Flexjet,Challenger 300
aac850,EJA794  ,N794QS,CL30,ground,41.8,-87.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a9961f,XSR717  ,N717AS,CL30,ground,41.8,-87.8,CL35,Bombardier,XSR,Executive AirShare,Challenger 350
a96890,EJA705  ,N705QS,CL30,ground,41.8,-87.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a3a578,N334JE  ,N334JE,CL30,ground,41.8,-87.8,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a95335,N70LF   ,N70LF,F900,ground,41.8,-87.8,F9EX,Dassault,F9EX,GCI Aviation Inc,Falcon 900EX
a500fe,N421SZ  ,N421SZ,GLEX,ground,41.8,-87.8,GL7T,Bombardier,GL7T,Gex Leasing Corp,Global 7500
a60bf3,PEG89   ,N489VR,GLF4,ground,41.8,-87.8,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
ad8ca6,00000000,N972SC,CL30,ground,41.8,-87.8,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
ad81a1,EJM200  ,N97DK,CL30,ground,41.8,-87.8,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a6aaf0,LXJ529  ,N529FX,CL30,ground,41.8,-87.8,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a22753,TWY4    ,N238MH,GLF4,ground,41.8,-87.8,G450,Gulfstream Aerospace,TWY,Solairus Aviation,G450
abb9eb,N855A   ,N855A,G280,ground,41.8,-87.8,G280,Gulfstream Aerospace,G280,StoneX Group Inc,G280
a48e1b,N393BV  ,N393BV,GLEX,ground,41.8,-87.8,,---,,---,---
ab888d,PEG42   ,N842PA,GLF4,ground,41.8,-87.8,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV
abccd8,EJM86   ,N86DQ,CL30,ground,41.8,-87.8,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a3203b,LXJ350  ,N300KH,CL30,ground,41.8,-87.8,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a2ce18,N280BD  ,N280BD,FA50,ground,41.8,-87.8,F5EX,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 50EX
a768fd,LXJ577  ,N577FX,CL30,ground,41.8,-87.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a17dd1,N1955M  ,N1955M,GLEX,ground,41.8,-87.8,,---,,---,---
a0de31,EJA155  ,N155QS,GLEX,ground,41.8,-87.8,GL6T,Bombardier,EJA,NetJets,Global 6000
a7df20,N606SG  ,N606SG,F900,ground,41.8,-87.8,F9EX,Dassault,RKK,Stephens Group Inc,Falcon 900EX EASy
aac850,EJA794  ,N794QS,CL30,ground,41.8,-87.7,CL35,Bombardier,EJA,NetJets,Challenger 350
a9961f,XSR717  ,N717AS,CL30,ground,41.8,-87.7,CL35,Bombardier,XSR,Executive AirShare,Challenger 350
a96890,EJA705  ,N705QS,CL30,ground,41.8,-87.7,CL35,Bombardier,EJA,NetJets,Challenger 350
a3a578,N334JE  ,N334JE,CL30,ground,41.8,-87.7,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a95335,N70LF   ,N70LF,F900,ground,41.8,-87.7,F9EX,Dassault,F9EX,GCI Aviation Inc,Falcon 900EX
ad8ca6,00000000,N972SC,CL30,ground,41.8,-87.7,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
abb9eb,N855A   ,N855A,G280,ground,41.8,-87.7,G280,Gulfstream Aerospace,G280,StoneX Group Inc,G280
a48e1b,N393BV  ,N393BV,GLEX,ground,41.8,-87.7,,---,,---,---
abccd8,EJM86   ,N86DQ,CL30,ground,41.8,-87.7,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a2ce18,N280BD  ,N280BD,FA50,ground,41.8,-87.7,F5EX,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 50EX
a17dd1,N1955M  ,N1955M,GLEX,ground,41.8,-87.7,,---,,---,---
a0de31,EJA155  ,N155QS,GLEX,ground,41.8,-87.7,GL6T,Bombardier,EJA,NetJets,Global 6000
a7df20,N606SG  ,N606SG,F900,ground,41.8,-87.7,F9EX,Dassault,RKK,Stephens Group Inc,Falcon 900EX EASy
a86407,N64MT   ,N64MT,GLEX,ground,41.8,12.6,GLEX,Bombardier,GLEX,Windtop Inc,Global Express XRS
a7f063,N610SW  ,N610SW,GLEX,ground,41.8,12.6,GL6T,Bombardier,GL6T,Corporate,Global 6000
33ffad,IAM3191 ,MM62245,F900,ground,41.8,12.6,F9EX,Dassault,IAM,Italian Air Force,Falcon 900EX EASy
477ff7,HUAF581 ,607,FA7X,ground,41.8,12.6,FA7X,Dassault,HUF,Hungarian Air Force,Falcon 7X
a0007f,N1F     ,N1F,GLF6,ground,41.8,12.6,G650,Gulfstream Aerospace,HRS,Friedkin International,G650
3005e2,LSA901  ,I-SLNI,F900,ground,41.8,12.6,,---,,---,---
a0cf55,EJA151  ,N151QS,GLEX,ground,41.9,-91.7,GL6T,Bombardier,EJA,NetJets,Global 6000
a7f349,PWA611  ,N611JM,GLF4,ground,41.9,-88.3,GLF4,Gulfstream Aerospace,PWA,Priester Aviation,GIV
a5a654,N463SD  ,N463SD,G280,ground,41.9,-88.3,G280,Gulfstream Aerospace,G280,DuPage Aerospace Corp,G280
aa998a,N782SF  ,N782SF,GLEX,ground,41.9,-72.7,GL7T,Bombardier,JAS,Jet Aviation Flight Services,Global 7500
a4a826,N4CE    ,N4CE,FA7X,ground,41.9,-72.7,FA7X,Dassault,FA7X,Bucephalus Air Inc,Falcon 7X
a3176d,N299FG  ,N299FG,F900,ground,41.9,-72.7,F9EX,Dassault,F9EX,Bechtel Corp,Falcon 900EX EASy
a63b01,N500LY  ,N500LY,FA50,ground,41.9,-72.7,F5EX,Dassault,F5EX,Lyon Aviation,Falcon 50EX
a8098f,N617JH  ,N617JH,GLEX,ground,41.9,-72.7,GL6T,Bombardier,TFF,Talon Air,Global 6000
a31f83,N300BZ  ,N300BZ,CL30,ground,41.9,-72.7,CL30,Bombardier,CL30,Logistics Services LLC,Challenger 300
e48de7,PPGUL   ,PP-GUL,GLEX,ground,41.9,-72.7,GL6T,Bombardier,GL6T,Dedalus Administracao e Participacoes Ltda,Global 6000
a64a55,JAS681  ,N504RT,GLEX,ground,41.9,-72.7,,---,,---,---
a674e4,N515KA  ,N515KA,GLF6,ground,41.9,2.8,G650,Gulfstream Aerospace,G650,Yusuf Ahmed Alghanim & Sons WLL,G650
a01cab,N106TD  ,N106TD,GLF4,ground,42.0,-87.9,GLF4,Gulfstream Aerospace,GLF4,Bopper Airways LLC,GIV SP
a00035,N1CA    ,N1CA,CL30,ground,42.0,-87.9,CL30,Bombardier,PWA,Priester Aviation,Challenger 300
a0d30c,N152QS  ,N152QS,GLEX,ground,42.0,-87.9,GL6T,Bombardier,EJA,NetJets,Global 6000
a0d30c,EJA152  ,N152QS,GLEX,ground,42.0,-87.9,GL6T,Bombardier,EJA,NetJets,Global 6000
ad491c,N955VG  ,N955VG,FA50,ground,42.0,-87.9,F5EX,Dassault,F5EX,J4V LLC,Falcon 50EX
4b9d82,TCGLB   ,TC-GLB,GLEX,ground,42.0,21.6,GL6T,Bombardier,GL6T,Barair,Global 6000
a6b4b7,LXJ531  ,N531FX,CL30,ground,42.1,-87.9,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a6a382,LXJ527  ,N527FX,CL30,ground,42.1,-87.9,CL30,Bombardier,LXJ,Flexjet,Challenger 300
ac5bb9,DOW896  ,N896BB,CL30,ground,42.1,-87.9,CL30,Bombardier,DOW,Best Jets International,Challenger 300
a06f49,N127SF  ,N127SF,G280,ground,42.1,-87.9,G280,Gulfstream Aerospace,G280,Constellation Brands Inc,G280
a941b2,N696HC  ,N696HC,G280,ground,42.1,-87.9,G280,Gulfstream Aerospace,G280,Henry Crown & Company,G280
a6b59e,N531RC  ,N531RC,G280,ground,42.1,-87.9,G280,Gulfstream Aerospace,G280,Henry Crown & Company,G280
a6aaf0,LXJ529  ,N529FX,CL30,ground,42.1,-87.9,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a6617c,TWY510  ,N510AN,FA7X,ground,42.1,-87.9,FA7X,Dassault,TWY,Solairus Aviation,Falcon 7X
ac8a7a,N907PH  ,N907PH,GLEX,ground,42.1,-87.9,GLEX,Bombardier,GLEX,Shore Capital Aviation LLC,Global Express XRS
a944ec,N697CC  ,N697CC,G280,ground,42.1,-87.9,G280,Gulfstream Aerospace,G280,Henry Crown & Company,G280
a83dbe,N630AB  ,N630AB,CL30,ground,42.1,-87.9,CL35,Bombardier,CL35,Berlin Aviation LLC,Challenger 350
a65054,N506BA  ,N506BA,FA7X,ground,42.1,-87.9,FA7X,Dassault,XFL,Executive Fliteways,Falcon 7X
a959b4,EJA701  ,N701QS,CL30,ground,42.1,-87.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a79da4,NUS590  ,N590CL,F900,ground,42.1,-87.9,F9EX,Dassault,NUS,N-Jet,Falcon 900EX EASy
a763a2,N5752H  ,N5752H,FA50,ground,42.1,-87.9,,---,,---,---
a1be03,LKF21   ,N211JB,CL30,ground,42.1,-87.9,CL30,Bombardier,TWY,Solairus Aviation,Challenger 300
a7767b,LXJ580  ,N580FX,CL30,ground,42.1,-87.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
ab2856,N818NX  ,N818NX,CL30,ground,42.1,-87.9,CL35,Bombardier,CL35,Silver Monkey LLC,Challenger 350
a44078,N373RS  ,N373RS,F900,ground,42.2,-85.6,F9LX,Dassault,F9LX,Kalamazoo Group II LLC,Falcon 900LX
a44078,N373RS  ,N373RS,F900,ground,42.2,-85.5,F9LX,Dassault,F9LX,Kalamazoo Group II LLC,Falcon 900LX
a032bb,        ,N1113R,GLF6,ground,42.3,-71.9,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
aa2e0b,EJA755  ,N755QS,CL30,ground,42.3,-71.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a62433,GDG495  ,N495RS,GLF4,ground,42.4,-122.9,G450,Gulfstream Aerospace,GDG,SP Aviation Inc,G450
aca2be,N913KN  ,N913KN,G280,ground,42.4,-96.4,G280,Gulfstream Aerospace,G280,Black Knight Infoserv LLC,G280
a16d0e,N191N   ,N191N,FA50,ground,42.4,-73.3,F5EX,Dassault,F5EX,Lyon Aviation,Falcon 50EX
a0c87e,N15GT   ,N15GT,CL30,ground,42.4,-73.3,CL30,Bombardier,CL30,Garrett Thornburg,Challenger 300
a7c850,N600LY  ,N600LY,FA50,ground,42.4,-73.3,F5EX,Dassault,F5EX,Lyon Aviation,Falcon 50EX
a63b01,N500LY  ,N500LY,FA50,ground,42.4,-73.3,F5EX,Dassault,F5EX,Lyon Aviation,Falcon 50EX
a170c8,N192NC  ,N192NC,GLF4,ground,42.4,-71.0,G450,Gulfstream Aerospace,TWY,Solairus Aviation,G450
acbc0c,N92CJ   ,N92CJ,FA50,ground,42.4,-71.0,FA50,Dassault,FA50,Club Jet,Falcon 50
a05544,JTL120  ,N120SB,GLF4,ground,42.4,-71.0,GLF4,Gulfstream Aerospace,JTL,Jet Linx Aviation,GIV SP
a3278d,N302JE  ,N302JE,CL30,ground,42.4,-71.0,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a2cba6,TWY84   ,N28AD,GLF4,ground,42.4,-71.0,G450,Gulfstream Aerospace,TWY,Solairus Aviation,G450
a3db5a,SDU1348 ,N348DJ,GLF4,ground,42.4,-71.0,GLF4,Gulfstream Aerospace,SDU,Dumont Aviation,GIV SP
a0fa8b,EJA162  ,N162QS,GLEX,ground,42.4,-71.0,GL6T,Bombardier,EJA,NetJets,Global 6000
e491b5,PRCRC   ,PR-CRC,G280,ground,42.4,-71.0,G280,Gulfstream Aerospace,G280,Natureza Prod Art E Public SS Ltda,G280
ac3dd2,TWY888  ,N888ZF,GLF6,ground,42.4,-71.0,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
a67d7c,LXJ556  ,N517WZ,CL30,ground,42.4,-71.0,,---,,---,---
a7a1b1,LXJ591  ,N591FX,CL30,ground,42.4,-71.0,CL35,Bombardier,LXJ,Flexjet,Challenger 350
ac828e,N905JG  ,N905JG,GLEX,ground,42.4,-71.0,GL6T,Bombardier,GL6T,Lion Sky Aviation LLC,Global 6000
a9fb67,EJA742  ,N742QS,CL30,ground,42.4,-71.0,CL35,Bombardier,EJA,NetJets,Challenger 350
a0cb9e,EJA150  ,N150QS,GLEX,ground,42.5,-71.3,GL6T,Bombardier,EJA,NetJets,Global 6000
a3d0ce,N345KM  ,N345KM,F900,ground,42.5,-71.3,F900,Dassault,F900,True Aviation,Falcon 900
a2ce17,N280BC  ,N280BC,GLF4,ground,42.5,-71.3,G450,Gulfstream Aerospace,G450,Liberty Mutual Insurance Company,G450
a75dd8,LXJ574  ,N574FX,CL30,ground,42.5,-71.3,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a5a19c,LXJ462  ,N462FX,GLF4,ground,42.5,-71.3,G450,Gulfstream Aerospace,LXJ,Flexjet,G450
a73dc7,N566FX  ,N566FX,CL30,ground,42.5,-71.3,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a0dca3,N1549E  ,N1549E,F900,ground,42.5,-71.3,F9EX,Dassault,F9EX,Hudson Takeoff LLC,Falcon 900EX EASy
a2cfb0,N280TM  ,N280TM,G280,ground,42.5,-71.3,G280,Gulfstream Aerospace,G280,EMC Corp,G280
a37d30,N324AD  ,N324AD,F900,ground,42.5,-71.3,F900,Dassault,F900,Alpha Delta Aviation LLC,Falcon 900
a3133d,N298AL  ,N298AL,GLF6,ground,42.5,-71.3,G650,Gulfstream Aerospace,CLY,Clay Lacy Aviation Inc,G650 ER
a3133d,        ,N298AL,GLF6,ground,42.5,-71.3,G650,Gulfstream Aerospace,CLY,Clay Lacy Aviation Inc,G650 ER
aabd2b,EJA791  ,N791QS,CL30,ground,42.5,-71.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a9ea32,EJA738  ,N738QS,CL30,ground,42.5,-71.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a62665,JCY211  ,N496AC,FA7X,ground,42.5,-71.3,FA7X,Dassault,JCY,Aerius Management,Falcon 7X
4b1857,HBJFR   ,HB-JFR,FA7X,ground,42.5,-71.3,FA7X,Dassault,FA7X,Japat AG,Falcon 7X
aa558a,EJA765  ,N765QS,CL30,ground,42.5,-71.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a9bb45,EJA726  ,N726QS,CL30,ground,42.5,-71.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a032bb,        ,N1113R,GLF6,ground,42.5,-71.3,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
a7c850,N600LY  ,N600LY,FA50,ground,42.5,-71.3,F5EX,Dassault,F5EX,Lyon Aviation,Falcon 50EX
a6dc36,LXJ541  ,N541FX,CL30,ground,42.5,-71.3,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a64a55,JAS681  ,N504RT,GLEX,ground,42.5,-71.3,,---,,---,---
aa2e0b,EJA755  ,N755QS,CL30,ground,42.5,-71.3,CL35,Bombardier,EJA,NetJets,Challenger 350
491d88,NJE277R ,CS-GLH,GLEX,ground,42.5,-71.3,GL6T,Bombardier,NJE,NetJets Europe,Global 6000
a7c77b,N600CK  ,N600CK,GLF4,ground,42.5,-71.3,GLF4,Gulfstream Aerospace,GLF4,NB Airlines LLC,GIV
a82d60,N626JS  ,N626JS,GLEX,ground,42.5,-71.3,GL6T,Bombardier,GL6T,JWC Winter LLC,Global 6000
a3201b,N300JA  ,N300JA,GLEX,ground,42.5,-71.3,GLEX,Bombardier,GLEX,Shatkin Air LLC,Global Express
a31091,N297MC  ,N297MC,CL30,ground,42.5,-71.3,,---,,---,---
a34b08,N311FC  ,N311FC,CL30,ground,42.5,-71.3,CL30,Bombardier,CL30,TFC Holdings LLC,Challenger 300
aae6e6,N801PN  ,N801PN,GLEX,ground,42.6,-70.9,GLEX,Bombardier,GLEX,Sabrina Aviation Corp,Global Express
ac6e51,N90RG   ,N90RG,GLF4,ground,42.7,-83.4,GLF4,Gulfstream Aerospace,GLF4,Jet Access Aviation,GIV SP
a5745b,N450Z   ,N450Z,GLF4,ground,42.7,-83.4,G450,Gulfstream Aerospace,G450,ZFO Management LLC,G450
a63b75,N500RP  ,N500RP,G280,ground,42.7,-83.4,G280,Gulfstream Aerospace,G280,Penske Jet Inc,G280
a959b4,EJA701  ,N701QS,CL30,ground,42.7,-83.4,CL35,Bombardier,EJA,NetJets,Challenger 350
a18da2,N2DF    ,N2DF,GLF4,ground,42.7,-83.4,G450,Gulfstream Aerospace,G450,Suburban Properties 3 LLC,G450
aa9d1a,EJA783  ,N783QS,CL30,ground,42.7,-83.4,CL35,Bombardier,EJA,NetJets,Challenger 350
ac1cf6,N88RC   ,N88RC,CL30,ground,42.7,-83.4,CL30,Bombardier,CL30,K & K NC Holdings LLC,Challenger 300
a7da10,N605CM  ,N605CM,GLF4,ground,42.7,-83.4,GLF4,Gulfstream Aerospace,GLF4,M Automotive Group LLC,GIV
aa3579,EJA757  ,N757QS,CL30,ground,42.7,-83.4,CL35,Bombardier,EJA,NetJets,Challenger 350
aa91f5,EJA780  ,N780QS,CL30,ground,42.7,-73.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a3d7e4,N347FZ  ,N347FZ,CL30,ground,42.7,-73.8,CL35,Bombardier,CLY,Clay Lacy Aviation Inc,Challenger 350
49d4c9,TIE483M ,OK-RPM,CL30,ground,42.7,23.4,CL30,Bombardier,TIE,Time Air,Challenger 300
49d4c9,TIE430M ,OK-RPM,CL30,ground,42.7,23.4,CL30,Bombardier,TIE,Time Air,Challenger 300
ac828e,N905JG  ,N905JG,GLEX,ground,42.9,-87.9,GL6T,Bombardier,GL6T,Lion Sky Aviation LLC,Global 6000
a956b6,N700YB  ,N700YB,GLEX,ground,42.9,-87.9,GLEX,Bombardier,GLEX,YB Global LLC,Global Express XRS
a7fb07,N613MS  ,N613MS,GLF4,ground,42.9,-85.5,GLF4,Gulfstream Aerospace,GLF4,Miller Time Aviation LLC,GIV
a0cb9e,EJA150  ,N150QS,GLEX,ground,42.9,-78.7,GL6T,Bombardier,EJA,NetJets,Global 6000
a7a1b1,LXJ591  ,N591FX,CL30,ground,42.9,-78.7,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a3201b,N300JA  ,N300JA,GLEX,ground,42.9,-78.7,GLEX,Bombardier,GLEX,Shatkin Air LLC,Global Express
a0954d,N137BB  ,N137BB,GLEX,ground,42.9,-78.7,GLEX,Bombardier,GLEX,Management Services Inc,Global Express XRS
a31fc6,N300ER  ,N300ER,CL30,ground,43.0,-88.2,CL30,Bombardier,XSR,Executive AirShare,Challenger 300
a55ade,EJM444  ,N444QG,GLF4,ground,43.0,-88.2,GLF4,Gulfstream Aerospace,EJM,Executive Jet Management,GIV SP
ac828e,N905JG  ,N905JG,GLEX,ground,43.0,-87.9,GL6T,Bombardier,GL6T,Lion Sky Aviation LLC,Global 6000
aa9d1a,EJA783  ,N783QS,CL30,ground,43.0,-87.9,CL35,Bombardier,EJA,NetJets,Challenger 350
a956b6,N700YB  ,N700YB,GLEX,ground,43.0,-87.9,GLEX,Bombardier,GLEX,YB Global LLC,Global Express XRS
a95335,N70LF   ,N70LF,F900,ground,43.1,-89.3,F9EX,Dassault,F9EX,GCI Aviation Inc,Falcon 900EX
ad81a1,EJM200  ,N97DK,CL30,ground,43.1,-89.3,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
a78cc5,LXJ586  ,N586FX,CL30,ground,43.1,-89.3,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a7dbcd,N605WG  ,N605WG,E35L,ground,43.1,-89.3,E35L,Embraer,NEW,Northeastern Aviation,Legacy 600
a67d7c,LXJ556  ,N517WZ,CL30,ground,43.1,-89.3,,---,,---,---
a66210,N510GL  ,N510GL,F900,ground,43.1,-89.3,F9EX,Dassault,F9EX,Twenty Cent Capital Aviation LLC,Falcon 900EX EASy
a9ff1e,EJA743  ,N743QS,CL30,ground,43.1,-77.7,CL35,Bombardier,EJA,NetJets,Challenger 350
a9fb67,EJA742  ,N742QS,CL30,ground,43.1,-77.7,CL35,Bombardier,EJA,NetJets,Challenger 350
a99680,N717EP  ,N717EP,CL30,ground,43.1,-77.7,CL35,Bombardier,CL35,Jetex Charter,Challenger 350
ac860e,N906GB  ,N906GB,CL30,ground,43.1,-77.7,CL30,Bombardier,CL30,JGB 2021 LLC,Challenger 300
a95335,N70LF   ,N70LF,F900,ground,43.2,-89.3,F9EX,Dassault,F9EX,GCI Aviation Inc,Falcon 900EX
a7dbcd,N605WG  ,N605WG,E35L,ground,43.2,-89.3,E35L,Embraer,NEW,Northeastern Aviation,Legacy 600
ac7029,NSH900  ,N900LC,F900,ground,43.3,-73.6,F900,Dassault,NSH,Sterling Aviation,Falcon 900 C
68327b,UPEM019 ,UP-EM019,E35L,ground,43.3,77.0,E35L,Embraer,FJK,Fly Jet KZ,Legacy 600
300575,IXPRA   ,I-XPRA,GLF4,ground,43.4,77.0,,---,,---,---
68327b,UPEM019 ,UP-EM019,E35L,ground,43.4,77.0,E35L,Embraer,FJK,Fly Jet KZ,Legacy 600
424bc5,MDUBS   ,M-DUBS,FA7X,ground,43.5,7.0,FA7X,Dassault,FA7X,6D Aviation Operating Ltd,Falcon 7X
484d02,XRO172  ,PH-AJX,FA7X,ground,43.5,7.0,FA7X,Dassault,XRO,Exxaero,Falcon 7X
4915a5,LMJ218E ,CS-EME,F900,ground,43.5,7.0,,---,,---,---
740d29,JYCII   ,JY-CII,E35L,ground,43.5,7.0,E35L,Embraer,AWS,Arab Wings Ltd,Legacy 650
3c5853,AHO766J ,D-AFBS,E35L,ground,43.5,7.0,E35L,Embraer,AHO,Air Hamburg GmbH,Legacy 650
ab2fcc,N82PE   ,N82PE,G280,ground,43.6,-116.2,G280,Gulfstream Aerospace,G280,White Jet LLC,G280
a21489,N233KC  ,N233KC,F900,ground,43.6,-116.2,F900,Dassault,SCN,TWC Aviation Inc,Falcon 900
a75dd8,LXJ574  ,N574FX,CL30,ground,43.6,-116.2,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aa26b3,N753RP  ,N753RP,CL30,ground,43.6,-116.2,CL30,Bombardier,CL30,Cirrus Aviation,Challenger 300
a34522,N31GV   ,N31GV,GLF4,ground,43.6,-116.2,GLF4,Gulfstream Aerospace,GLF4,Craft Charter,GIV
a9a1b9,N72FJ   ,N72FJ,F900,ground,43.6,-116.2,F900,Dassault,F900,Obsidian Aircraft LLC,Falcon 900 B
a3d0ce,N345KM  ,N345KM,F900,ground,43.6,-72.3,F900,Dassault,F900,True Aviation,Falcon 900
aab109,JCY900  ,N7883K,F900,ground,43.6,-72.3,F9EX,Dassault,JCY,Aerius Management,Falcon 900EX EASy
4d2065,VJT719  ,9H-VJA,GLEX,ground,43.6,-72.3,GL6T,Bombardier,VJT,VistaJet,Global 6000
aa6a0d,N770LM  ,N770LM,FA7X,ground,43.6,-72.3,FA7X,Dassault,FA7X,Liberty Media Corp,Falcon 7X
aacfbe,EJA796  ,N796QS,CL30,ground,43.6,-72.3,CL35,Bombardier,EJA,NetJets,Challenger 350
a82d60,N626JS  ,N626JS,GLEX,ground,43.6,-72.3,GL6T,Bombardier,GL6T,JWC Winter LLC,Global 6000
a5a91d,DCM3431 ,N464GR,GLF6,ground,43.6,-72.3,G650,Gulfstream Aerospace,G650,Big Bridge Holdings Inc,G650
459da6,VMP999  ,OY-GMF,GLEX,ground,43.6,1.4,GLEX,Bombardier,VMP,ExecuJet Europe A/S,Global Express
